"시점","국가별",산림면적 (1000km²),멸종위기종(포유동물) (종),멸종위기종(조류) (종),멸종위기종(어류) (종),멸종위기종(고등식물) (종),육상보호구역 (%),해양보호구역 (%)
"2000","파라과이",230,-,-,-,-,5.1,0.0
"2000","페루",753,-,-,-,-,7.4,2.8
"2000","푸에르토리코",4,-,-,-,-,10.3,1.7
"2000","세인트키츠네비스",0,-,-,-,-,3.3,0.6
"2000","세인트루시아",0,-,-,-,-,14.3,0.1
"2000","세인트빈센트그레나딘",0,-,-,-,-,22.4,1.3
"2000","수리남",153,-,-,-,-,14.6,22.9
"2000","트리니다드토바고",2,-,-,-,-,31.6,2.8
"2000","터크스케이커스제도",0,-,-,-,-,44.4,1.0
"2000","미국령버진아일랜드",0,-,-,-,-,15.3,2.0
"2000","우루과이",14,-,-,-,-,2.2,0.3
"2000","베네수엘라",492,-,-,-,-,53.8,16.8
"2000","유럽",,,,,,,
"2000","알바니아",8,-,-,-,-,0.5,0.7
"2000","안도라",0,-,-,-,-,9.3,0.0
"2000","오스트리아",38,-,-,-,-,25.6,0.0
"2000","벨라루스",83,-,-,-,-,7.2,0.0
"2000","벨기에",7,-,-,-,-,12.7,44.4
"2000","보스니아-헤르체고비나",21,-,-,-,-,0.0,7.1
"2000","불가리아",34,-,-,-,-,4.4,0.2
"2000","샤넬군도",0,-,-,-,-,-,-
"2000","크로아티아",19,-,-,-,-,10.2,1.4
"2000","체코",26,-,-,-,-,15.2,0.0
"2000","덴마크",6,-,-,-,-,16.8,26.8
"2000","에스토니아",22,-,-,-,-,5.0,2.4
"2000","페로제도",0,-,-,-,-,0.0,0.0
"2000","핀란드",224,-,-,-,-,14.6,13.9
"2000","프랑스",153,-,-,-,-,18.9,21.5
"2000","독일",114,-,-,-,-,28.7,51.1
"2000","지브롤터",0,-,-,-,-,-,-
"2000","그리스",36,-,-,-,-,24.1,4.8
"2000","헝가리",19,-,-,-,-,9.5,0.0
"2000","아이슬란드",0,-,-,-,-,3.0,3.7
"2000","아일랜드",6,-,-,-,-,10.4,6.0
"2000","맨섬",0,-,-,-,-,-,-
"2000","이탈리아",84,-,-,-,-,17.4,3.5
"2000","라트비아",32,-,-,-,-,14.8,2.5
"2000","리히텐슈타인",0,-,-,-,-,43.8,0.0
"2000","리투아니아",20,-,-,-,-,11.6,10.3
"2000","룩셈부르크",1,-,-,-,-,29.3,0.0
"2000","북마케도니아",10,-,-,-,-,9.2,0.0
"2000","몰타",0,-,-,-,-,15.4,0.3
"2000","몰도바",3,-,-,-,-,1.8,0.0
"2000","모나코",0,-,-,-,-,24.8,0.4
"2000","네덜란드",4,-,-,-,-,10.5,54.7
"2000","노르웨이",121,-,-,-,-,19.8,50.8
"2000","폴란드",91,-,-,-,-,19.3,1.5
"2000","포르투갈",33,-,-,-,-,21.5,4.5
"2000","루마니아",64,-,-,-,-,5.0,35.1
"2000","러시아",8093,-,-,-,-,10.8,11.1
"2000","산마리노",0,-,-,-,-,0.0,0.0
"2000","슬로바키아",19,-,-,-,-,19.5,0.0
"2000","슬로베니아",12,-,-,-,-,8.7,0.4
"2000","스페인",171,-,-,-,-,24.0,6.6
"2000","스웨덴",282,-,-,-,-,13.3,7.9
"2000","스위스",12,-,-,-,-,5.2,0.0
"2000","우크라이나",95,-,-,-,-,4.0,10.7
"2000","영국",30,-,-,-,-,24.4,11.0
"2000","유로지역",978,-,-,-,-,20.0,16.4
"2000","몬테네그로",6,-,-,-,-,3.7,0.0
"2000","세르비아",25,-,-,-,-,5.2,0.0
"2000","아프리카",,,,,,,
"2000","알제리",16,-,-,-,-,6.3,0.1
"2000","앙골라",777,-,-,-,-,7.0,0.1
"2000","베냉",41,-,-,-,-,25.0,0.0
"2000","보츠와나",176,-,-,-,-,29.1,0.0
"2000","부르키나파소",72,-,-,-,-,14.1,0.0
"2000","부룬디",2,-,-,-,-,4.9,0.0
"2000","카메룬",216,-,-,-,-,7.6,0.6
"2000","카보베르데",0,-,-,-,-,2.5,0.0
"2000","중앙아프리카공화국",229,-,-,-,-,17.9,0.0
"2000","차드",64,-,-,-,-,11.7,0.0
"2000","코모로",0,-,-,-,-,0.7,0.0
"2000","콩고",222,-,-,-,-,5.3,32.8
"2000","콩고민주공화국",1439,-,-,-,-,10.2,4.4
"2000","코트디부아르",51,-,-,-,-,22.7,0.1
"2000","지부티",0,-,-,-,-,0.0,0.0
"2000","이집트",1,-,-,-,-,4.3,6.5
"2000","적도기니",26,-,-,-,-,19.2,2.6
"2000","에리트레아",11,-,-,-,-,4.9,0.0
"2000","에티오피아",185,-,-,-,-,17.7,0.0
"2000","가봉",237,-,-,-,-,6.4,0.7
"2000","감비아",4,-,-,-,-,3.6,0.7
"2000","가나",88,-,-,-,-,15.1,1.7
"2000","기니",69,-,-,-,-,7.2,4.2
"2000","기니비사우",21,-,-,-,-,16.1,45.9
"2000","케냐",40,-,-,-,-,11.8,9.2
"2000","레소토",0,-,-,-,-,0.5,0.0
"2000","라이베리아",82,-,-,-,-,1.6,0.0
"2000","리비아",2,-,-,-,-,0.2,4.3
"2000","마다가스카르",130,-,-,-,-,3.1,0.1
"2000","말라위",31,-,-,-,-,16.8,0.0
"2000","말리",133,-,-,-,-,3.8,0.0
"2000","모리타니",4,-,-,-,-,0.6,32.3
"2000","모리셔스",0,-,-,-,-,4.4,0.3
"2000","모로코",55,-,-,-,-,0.6,0.3
"2000","모잠비크",412,-,-,-,-,13.5,1.8
"2000","나미비아",81,-,-,-,-,14.9,0.5
"2000","니제르",13,-,-,-,-,7.7,0.0
"2000","나이지리아",249,-,-,-,-,12.9,0.2
"2000","르완다",3,-,-,-,-,8.8,0.0
"2000","상투메프린시페",1,-,-,-,-,0.0,0.0
"2000","세네갈",89,-,-,-,-,25.2,8.1
"2000","세이셸",0,-,-,-,-,42.1,0.7
"2000","시에라리온",29,-,-,-,-,7.5,5.5
"2000","소말리아",75,-,-,-,-,0.6,0.0
"2000","남아프리카공화국",178,-,-,-,-,6.6,3.4
"2000","수단",-,-,-,-,-,1.3,0.0
"2000","에스와티니",5,-,-,-,-,4.0,0.0
"2000","탄자니아",537,-,-,-,-,28.3,10.0
"2000","토고",13,-,-,-,-,11.4,0.0
"2000","튀니지",7,-,-,-,-,1.3,1.2
"2000","우간다",32,-,-,-,-,13.0,0.0
"2000","잠비아",471,-,-,-,-,36.1,0.0
"2000","짐바브웨",184,-,-,-,-,16.9,0.0
"2000","오세아니아",,,,,,,
"2000","미국령사모아",0,-,-,-,-,11.5,2.3
"2000","오스트레일리아",1318,-,-,-,-,9.3,29.9
"2000","피지",10,-,-,-,-,1.9,0.4
"2000","프랑스령폴리네시아",1,-,-,-,-,1.1,0.1
"2000","괌",0,-,-,-,-,27.1,2.5
"2000","키리바시",0,-,-,-,-,17.0,0.8
"2000","마셜제도",0,-,-,-,-,3.0,0.7
"2000","미크로네시아",1,-,-,-,-,4.3,0.1
"2000","나우루",0,-,-,-,-,0.0,0.0
"2000","뉴칼레도니아",8,-,-,-,-,6.8,1.7
"2000","뉴질랜드",99,-,-,-,-,28.5,12.4
"2000","북마리아나제도",0,-,-,-,-,1.4,0.1
"2000","팔라우",0,-,-,-,-,9.5,20.0
"2000","파푸아뉴기니",363,-,-,-,-,3.1,0.4
"2000","사모아",2,-,-,-,-,5.8,1.1
"2000","솔로몬제도",25,-,-,-,-,1.2,0.4
"2000","통가",0,-,-,-,-,9.3,9.6
"2000","투발루",0,-,-,-,-,1.9,0.3
"2000","바누아투",4,-,-,-,-,4.2,0.0
"2001","아시아",,,,,,,
"2001","대한민국",65,-,-,-,-,2.4,3.5
"2001","아프가니스탄",12,-,-,-,-,0.4,-
"2001","아르메니아",3,-,-,-,-,6.9,-
"2001","아제르바이잔",10,-,-,-,-,6.8,-
"2001","바레인",0,-,-,-,-,1.4,-
"2001","방글라데시",19,-,-,-,-,1.8,0.8
"2001","부탄",26,-,-,-,-,28.4,-
"2001","브루나이",4,-,-,-,-,44.0,1.4
"2001","캄보디아",108,-,-,-,-,22.9,0.4
"2001","중국",1794,-,-,-,-,16.3,1.2
"2001","키프로스",2,-,-,-,-,10.5,0.6
"2001","동티모르",9,-,-,-,-,5.1,1.1
"2001","조지아",28,-,-,-,-,3.7,0.5
"2001","홍콩",-,-,-,-,-,41.8,-
"2001","인도",678,-,-,-,-,5.0,1.7
"2001","인도네시아",1011,-,-,-,-,13.6,1.2
"2001","이란",95,-,-,-,-,6.9,1.7
"2001","이라크",8,-,-,-,-,0.1,-
"2001","이스라엘",2,-,-,-,-,17.8,0.5
"2001","일본",249,-,-,-,-,16.0,5.1
"2001","요르단",1,-,-,-,-,1.9,30.0
"2001","카자흐스탄",31,-,-,-,-,2.5,-
"2001","북한",64,-,-,-,-,4.3,0.1
"2001","쿠웨이트",0,-,-,-,-,1.6,0.0
"2001","키르기스스탄",12,-,-,-,-,6.9,-
"2001","라오스",174,-,-,-,-,16.6,-
"2001","레바논",1,-,-,-,-,0.5,0.1
"2001","말레이시아",196,-,-,-,-,18.1,2.0
"2001","몰디브",0,-,-,-,-,-,-
"2001","몽골",143,-,-,-,-,13.4,-
"2001","미얀마",345,-,-,-,-,5.3,0.3
"2001","네팔",58,-,-,-,-,17.0,-
"2001","오만",0,-,-,-,-,10.7,1.3
"2001","파키스탄",45,-,-,-,-,10.1,1.8
"2001","필리핀",73,-,-,-,-,10.8,2.5
"2001","카타르",0,-,-,-,-,2.3,0.3
"2001","사우디아라비아",10,-,-,-,-,31.3,3.4
"2001","싱가포르",0,-,-,-,-,5.2,1.4
"2001","스리랑카",22,-,-,-,-,21.5,1.1
"2001","시리아",4,-,-,-,-,0.3,0.6
"2001","타지키스탄",4,-,-,-,-,4.1,-
"2001","태국",191,-,-,-,-,20.1,4.4
"2001","튀르키예",202,-,-,-,-,1.9,2.4
"2001","투르크메니스탄",41,-,-,-,-,3.0,-
"2001","아랍에미리트",3,-,-,-,-,5.3,2.6
"2001","우즈베키스탄",30,-,-,-,-,2.3,-
"2001","베트남",119,-,-,-,-,6.0,0.5
"2001","예멘",5,-,-,-,-,0.5,1.8
"2001","북아메리카",,,,,,,
"2001","버뮤다",0,-,-,-,-,5.6,5.0
"2001","캐나다",3478,-,-,-,-,6.4,0.8
"2001","그린란드",0,-,-,-,-,40.4,36.1
"2001","멕시코",682,-,-,-,-,7.7,12.2
"2001","미국",3041,-,-,-,-,12.4,27.2
"2001","남아메리카",,,,,,,
"2001","앤티가바부다",0,-,-,-,-,6.6,0.5
"2001","아르헨티나",331,-,-,-,-,5.5,1.1
"2001","아루바",0,-,-,-,-,0.1,-
"2001","바하마",5,-,-,-,-,7.4,0.2
"2001","바베이도스",0,-,-,-,-,0.1,0.1
"2001","벨리즈",15,-,-,-,-,25.4,11.4
"2001","볼리비아",549,-,-,-,-,18.2,-
"2001","브라질",5471,-,-,-,-,17.8,14.3
"2001","영국령버진아일랜드",0,-,-,-,-,-,-
"2001","케이맨제도",0,-,-,-,-,8.7,1.1
"2001","칠레",159,-,-,-,-,16.6,3.5
"2001","콜롬비아",625,-,-,-,-,19.4,5.2
"2001","코스타리카",29,-,-,-,-,20.8,12.2
"2001","쿠바",25,-,-,-,-,6.1,2.8
"2001","도미니카연방",0,-,-,-,-,21.7,0.1
"2001","도미니카공화국",20,-,-,-,-,22.2,30.4
"2001","에콰도르",137,-,-,-,-,25.1,74.9
"2001","엘살바도르",7,-,-,-,-,0.5,3.1
"2001","그레나다",0,-,-,-,-,1.7,0.0
"2001","과테말라",42,-,-,-,-,29.1,0.3
"2001","가이아나",186,-,-,-,-,5.0,-
"2001","아이티",4,-,-,-,-,0.3,-
"2001","온두라스",68,-,-,-,-,18.2,0.7
"2001","자메이카",5,-,-,-,-,18.9,4.2
"2001","니카라과",53,-,-,-,-,36.7,15.7
"2001","파나마",44,-,-,-,-,18.7,4.0
"2001","파라과이",226,-,-,-,-,4.5,-
"2001","페루",752,-,-,-,-,9.4,2.8
"2001","푸에르토리코",4,-,-,-,-,10.1,1.6
"2001","세인트키츠네비스",0,-,-,-,-,3.6,0.5
"2001","세인트루시아",0,-,-,-,-,14.3,0.1
"2001","세인트빈센트그레나딘",0,-,-,-,-,10.9,0.6
"2001","수리남",153,-,-,-,-,11.4,22.9
"2001","트리니다드토바고",2,-,-,-,-,31.2,2.8
"2001","터크스케이커스제도",0,-,-,-,-,42.9,1.0
"2001","미국령버진아일랜드",0,-,-,-,-,15.2,0.6
"2001","우루과이",14,-,-,-,-,0.3,0.2
"2001","베네수엘라",490,-,-,-,-,53.8,15.3
"2001","유럽",,,,,,,
"2001","알바니아",8,-,-,-,-,7.1,1.0
"2001","안도라",0,-,-,-,-,5.6,-
"2001","오스트리아",38,-,-,-,-,22.9,-
"2001","벨라루스",83,-,-,-,-,7.2,-
"2001","벨기에",7,-,-,-,-,11.3,0.0
"2001","보스니아-헤르체고비나",21,-,-,-,-,0.5,0.7
"2001","불가리아",34,-,-,-,-,4.6,0.5
"2001","샤넬군도",0,-,-,-,-,9.3,0.0
"2001","크로아티아",19,-,-,-,-,10.3,1.3
"2001","체코",26,-,-,-,-,15.1,-
"2001","덴마크",6,-,-,-,-,4.5,3.0
"2001","에스토니아",22,-,-,-,-,19.5,26.1
"2001","페로제도",0,-,-,-,-,-,-
"2001","핀란드",224,-,-,-,-,8.9,4.4
"2001","프랑스",154,-,-,-,-,14.1,1.9
"2001","독일",114,-,-,-,-,40.1,36.2
"2001","지브롤터",0,-,-,-,-,-,-
"2001","그리스",36,-,-,-,-,9.3,2.3
"2001","헝가리",19,-,-,-,-,5.1,-
"2001","아이슬란드",0,-,-,-,-,10.1,3.8
"2001","아일랜드",6,-,-,-,-,1.0,0.1
"2001","맨섬",0,-,-,-,-,-,-
"2001","이탈리아",84,-,-,-,-,9.5,16.6
"2001","라트비아",33,-,-,-,-,15.3,6.7
"2001","리히텐슈타인",0,-,-,-,-,42.5,-
"2001","리투아니아",20,-,-,-,-,11.4,10.8
"2001","룩셈부르크",1,-,-,-,-,20.0,-
"2001","북마케도니아",10,-,-,-,-,4.8,-
"2001","몰타",0,-,-,-,-,15.6,0.4
"2001","몰도바",3,-,-,-,-,1.4,-
"2001","모나코",0,-,-,-,-,23.7,0.1
"2001","네덜란드",4,-,-,-,-,11.8,19.7
"2001","노르웨이",121,-,-,-,-,9.6,1.4
"2001","폴란드",91,-,-,-,-,22.4,4.1
"2001","포르투갈",33,-,-,-,-,8.0,2.2
"2001","루마니아",64,-,-,-,-,4.7,33.3
"2001","러시아",8099,-,-,-,-,9.0,10.7
"2001","산마리노",0,-,-,-,-,-,-
"2001","슬로바키아",19,-,-,-,-,21.2,-
"2001","슬로베니아",12,-,-,-,-,9.1,0.3
"2001","스페인",172,-,-,-,-,8.6,3.3
"2001","스웨덴",282,-,-,-,-,10.3,5.0
"2001","스위스",12,-,-,-,-,23.1,-
"2001","우크라이나",95,-,-,-,-,3.5,4.9
"2001","영국",30,-,-,-,-,24.6,5.4
"2001","유로지역",982,-,-,-,-,-,-
"2001","몬테네그로",6,-,-,-,-,13.2,0.9
"2001","세르비아",25,-,-,-,-,5.5,-
"2001","아프리카",,,,,,,
"2001","알제리",16,-,-,-,-,6.3,0.2
"2001","앙골라",772,-,-,-,-,12.4,0.1
"2001","베냉",41,-,-,-,-,23.8,-
"2001","보츠와나",175,-,-,-,-,30.9,-
"2001","부르키나파소",72,-,-,-,-,13.9,-
"2001","부룬디",2,-,-,-,-,4.9,-
"2001","카메룬",215,-,-,-,-,9.2,0.4
"2001","카보베르데",0,-,-,-,-,2.5,-
"2001","중앙아프리카공화국",229,-,-,-,-,17.7,-
"2001","차드",63,-,-,-,-,9.4,-
"2001","코모로",0,-,-,-,-,-,-
"2001","콩고",222,-,-,-,-,9.4,32.8
"2001","콩고민주공화국",1432,-,-,-,-,10.0,4.4
"2001","코트디부아르",50,-,-,-,-,22.6,0.1
"2001","지부티",0,-,-,-,-,0.0,0.2
"2001","이집트",1,-,-,-,-,4.3,5.9
"2001","적도기니",26,-,-,-,-,19.2,2.6
"2001","에리트레아",11,-,-,-,-,4.9,-
"2001","에티오피아",185,-,-,-,-,17.7,-
"2001","가봉",237,-,-,-,-,5.7,0.5
"2001","감비아",4,-,-,-,-,1.5,0.1
"2001","가나",88,-,-,-,-,14.7,0.0
"2001","기니",69,-,-,-,-,6.8,-
"2001","기니비사우",21,-,-,-,-,16.1,45.8
"2001","케냐",39,-,-,-,-,11.8,10.5
"2001","레소토",0,-,-,-,-,0.5,-
"2001","라이베리아",82,-,-,-,-,1.6,-
"2001","리비아",2,-,-,-,-,0.1,0.1
"2001","마다가스카르",130,-,-,-,-,3.1,0.1
"2001","말라위",30,-,-,-,-,15.0,-
"2001","말리",133,-,-,-,-,2.3,-
"2001","모리타니",4,-,-,-,-,0.5,32.1
"2001","모리셔스",0,-,-,-,-,4.5,0.3
"2001","모로코",55,-,-,-,-,1.6,1.3
"2001","모잠비크",410,-,-,-,-,14.8,1.8
"2001","나미비아",80,-,-,-,-,14.5,0.5
"2001","니제르",13,-,-,-,-,7.1,-
"2001","나이지리아",247,-,-,-,-,12.8,0.2
"2001","르완다",3,-,-,-,-,9.9,-
"2001","상투메프린시페",1,-,-,-,-,-,-
"2001","세네갈",88,-,-,-,-,24.1,5.8
"2001","세이셸",0,-,-,-,-,42.0,0.5
"2001","시에라리온",29,-,-,-,-,5.0,-
"2001","소말리아",74,-,-,-,-,0.6,0.0
"2001","남아프리카공화국",177,-,-,-,-,6.9,3.3
"2001","수단",-,-,-,-,-,4.2,0.1
"2001","에스와티니",5,-,-,-,-,3.0,-
"2001","탄자니아",533,-,-,-,-,27.0,10.0
"2001","토고",13,-,-,-,-,11.3,-
"2001","튀니지",7,-,-,-,-,1.3,1.2
"2001","우간다",31,-,-,-,-,8.5,-
"2001","잠비아",470,-,-,-,-,36.0,-
"2001","짐바브웨",183,-,-,-,-,18.1,-
"2001","오세아니아",,,,,,,
"2001","미국령사모아",0,-,-,-,-,0.3,2.1
"2001","오스트레일리아",1316,-,-,-,-,8.9,12.6
"2001","피지",10,-,-,-,-,1.3,0.1
"2001","프랑스령폴리네시아",1,-,-,-,-,0.4,0.1
"2001","괌",0,-,-,-,-,26.4,0.8
"2001","키리바시",0,-,-,-,-,16.8,0.8
"2001","마셜제도",0,-,-,-,-,3.1,0.6
"2001","미크로네시아",1,-,-,-,-,4.0,0.1
"2001","나우루",0,-,-,-,-,-,-
"2001","뉴칼레도니아",8,-,-,-,-,5.5,0.3
"2001","뉴질랜드",99,-,-,-,-,25.9,4.3
"2001","북마리아나제도",0,-,-,-,-,1.1,0.1
"2001","팔라우",0,-,-,-,-,2.0,5.3
"2001","파푸아뉴기니",363,-,-,-,-,3.1,0.3
"2001","사모아",2,-,-,-,-,2.5,0.6
"2001","솔로몬제도",25,-,-,-,-,0.1,0.1
"2001","통가",0,-,-,-,-,14.5,9.4
"2001","투발루",0,-,-,-,-,0.4,0.2
"2001","바누아투",4,-,-,-,-,4.3,0.1
"2002","아시아",,,,,,,
"2002","대한민국",65,-,-,-,-,2.4,3.6
"2002","아프가니스탄",12,-,-,-,-,0.4,-
"2002","아르메니아",3,-,-,-,-,8.0,-
"2002","아제르바이잔",10,-,-,-,-,6.8,-
"2002","바레인",0,-,-,-,-,1.4,-
"2002","방글라데시",19,-,-,-,-,1.8,0.8
"2002","부탄",26,-,-,-,-,28.4,-
"2002","브루나이",4,-,-,-,-,44.0,1.4
"2002","캄보디아",107,-,-,-,-,22.9,0.4
"2002","중국",1817,-,-,-,-,16.6,1.3
"2002","키프로스",2,-,-,-,-,10.5,0.6
"2002","동티모르",9,-,-,-,-,5.1,1.1
"2002","조지아",28,-,-,-,-,3.7,0.5
"2002","홍콩",-,-,-,-,-,41.8,-
"2002","인도",680,-,-,-,-,5.0,1.7
"2002","인도네시아",1010,-,-,-,-,13.6,1.9
"2002","이란",96,-,-,-,-,7.1,1.7
"2002","이라크",8,-,-,-,-,0.1,-
"2002","이스라엘",2,-,-,-,-,17.8,0.5
"2002","일본",249,-,-,-,-,16.4,5.5
"2002","요르단",1,-,-,-,-,1.9,30.0
"2002","카자흐스탄",31,-,-,-,-,2.5,-
"2002","북한",64,-,-,-,-,4.5,0.1
"2002","쿠웨이트",0,-,-,-,-,1.6,0.0
"2002","키르기스스탄",12,-,-,-,-,6.9,-
"2002","라오스",173,-,-,-,-,16.6,-
"2002","레바논",1,-,-,-,-,0.5,0.1
"2002","말레이시아",195,-,-,-,-,18.1,2.0
"2002","몰디브",0,-,-,-,-,-,-
"2002","몽골",142,-,-,-,-,13.4,-
"2002","미얀마",342,-,-,-,-,6.3,0.3
"2002","네팔",58,-,-,-,-,17.0,-
"2002","오만",0,-,-,-,-,10.7,1.3
"2002","파키스탄",44,-,-,-,-,10.1,1.8
"2002","필리핀",72,-,-,-,-,10.9,2.5
"2002","카타르",0,-,-,-,-,2.3,0.3
"2002","사우디아라비아",10,-,-,-,-,31.3,3.4
"2002","싱가포르",0,-,-,-,-,5.4,1.4
"2002","스리랑카",22,-,-,-,-,21.5,1.1
"2002","시리아",4,-,-,-,-,0.6,0.6
"2002","타지키스탄",4,-,-,-,-,4.1,-
"2002","태국",192,-,-,-,-,20.1,4.4
"2002","튀르키예",203,-,-,-,-,1.9,2.4
"2002","투르크메니스탄",41,-,-,-,-,3.0,-
"2002","아랍에미리트",3,-,-,-,-,5.3,2.6
"2002","우즈베키스탄",30,-,-,-,-,2.3,-
"2002","베트남",121,-,-,-,-,6.2,1.7
"2002","예멘",5,-,-,-,-,0.5,1.8
"2002","북아메리카",,,,,,,
"2002","버뮤다",0,-,-,-,-,5.6,5.0
"2002","캐나다",3477,-,-,-,-,6.4,0.8
"2002","그린란드",0,-,-,-,-,40.4,36.1
"2002","멕시코",681,-,-,-,-,9.3,12.3
"2002","미국",3046,-,-,-,-,12.4,27.3
"2002","남아메리카",,,,,,,
"2002","앤티가바부다",0,-,-,-,-,6.6,0.5
"2002","아르헨티나",327,-,-,-,-,5.5,1.1
"2002","아루바",0,-,-,-,-,0.1,-
"2002","바하마",5,-,-,-,-,13.7,0.4
"2002","바베이도스",0,-,-,-,-,0.1,0.1
"2002","벨리즈",14,-,-,-,-,25.6,11.6
"2002","볼리비아",547,-,-,-,-,18.2,-
"2002","브라질",5432,-,-,-,-,20.4,14.4
"2002","영국령버진아일랜드",0,-,-,-,-,-,-
"2002","케이맨제도",0,-,-,-,-,8.7,1.2
"2002","칠레",160,-,-,-,-,16.6,3.5
"2002","콜롬비아",623,-,-,-,-,20.4,5.2
"2002","코스타리카",29,-,-,-,-,20.9,12.2
"2002","쿠바",25,-,-,-,-,6.3,2.8
"2002","도미니카연방",0,-,-,-,-,21.7,0.1
"2002","도미니카공화국",20,-,-,-,-,22.2,30.4
"2002","에콰도르",136,-,-,-,-,25.1,74.9
"2002","엘살바도르",7,-,-,-,-,0.5,3.1
"2002","그레나다",0,-,-,-,-,1.7,0.0
"2002","과테말라",41,-,-,-,-,29.1,0.3
"2002","가이아나",186,-,-,-,-,5.0,-
"2002","아이티",4,-,-,-,-,0.3,-
"2002","온두라스",67,-,-,-,-,18.2,0.7
"2002","자메이카",5,-,-,-,-,18.9,4.2
"2002","니카라과",52,-,-,-,-,36.7,15.7
"2002","파나마",44,-,-,-,-,18.7,4.0
"2002","파라과이",223,-,-,-,-,4.5,-
"2002","페루",750,-,-,-,-,9.9,2.8
"2002","푸에르토리코",4,-,-,-,-,10.1,1.6
"2002","세인트키츠네비스",0,-,-,-,-,3.6,0.5
"2002","세인트루시아",0,-,-,-,-,14.3,0.1
"2002","세인트빈센트그레나딘",0,-,-,-,-,10.9,0.6
"2002","수리남",153,-,-,-,-,11.4,22.9
"2002","트리니다드토바고",2,-,-,-,-,31.2,2.8
"2002","터크스케이커스제도",0,-,-,-,-,42.9,1.0
"2002","미국령버진아일랜드",0,-,-,-,-,15.2,0.6
"2002","우루과이",14,-,-,-,-,0.3,0.2
"2002","베네수엘라",488,-,-,-,-,53.8,15.3
"2002","유럽",,,,,,,
"2002","알바니아",8,-,-,-,-,7.3,1.0
"2002","안도라",0,-,-,-,-,5.6,-
"2002","오스트리아",38,-,-,-,-,22.9,-
"2002","벨라루스",83,-,-,-,-,7.2,-
"2002","벨기에",7,-,-,-,-,11.4,0.0
"2002","보스니아-헤르체고비나",21,-,-,-,-,0.5,0.7
"2002","불가리아",34,-,-,-,-,9.0,3.2
"2002","샤넬군도",0,-,-,-,-,9.3,0.0
"2002","크로아티아",19,-,-,-,-,10.3,1.3
"2002","체코",26,-,-,-,-,15.1,-
"2002","덴마크",6,-,-,-,-,4.6,3.1
"2002","에스토니아",23,-,-,-,-,19.7,26.1
"2002","페로제도",0,-,-,-,-,-,-
"2002","핀란드",224,-,-,-,-,8.9,4.5
"2002","프랑스",155,-,-,-,-,15.4,16.1
"2002","독일",114,-,-,-,-,40.2,36.2
"2002","지브롤터",0,-,-,-,-,-,-
"2002","그리스",37,-,-,-,-,9.7,2.3
"2002","헝가리",19,-,-,-,-,5.1,-
"2002","아이슬란드",0,-,-,-,-,10.1,3.8
"2002","아일랜드",6,-,-,-,-,1.0,0.1
"2002","맨섬",0,-,-,-,-,-,-
"2002","이탈리아",85,-,-,-,-,15.1,17.4
"2002","라트비아",33,-,-,-,-,15.3,6.7
"2002","리히텐슈타인",0,-,-,-,-,42.5,-
"2002","리투아니아",21,-,-,-,-,11.7,10.8
"2002","룩셈부르크",1,-,-,-,-,20.0,-
"2002","북마케도니아",10,-,-,-,-,4.9,-
"2002","몰타",0,-,-,-,-,15.7,0.4
"2002","몰도바",4,-,-,-,-,1.4,-
"2002","모나코",0,-,-,-,-,23.7,100.0
"2002","네덜란드",4,-,-,-,-,12.1,20.4
"2002","노르웨이",121,-,-,-,-,10.8,2.0
"2002","폴란드",91,-,-,-,-,22.4,4.1
"2002","포르투갈",33,-,-,-,-,8.0,2.2
"2002","루마니아",64,-,-,-,-,4.7,33.3
"2002","러시아",8104,-,-,-,-,9.1,10.8
"2002","산마리노",0,-,-,-,-,-,-
"2002","슬로바키아",19,-,-,-,-,23.2,-
"2002","슬로베니아",12,-,-,-,-,10.2,0.3
"2002","스페인",174,-,-,-,-,8.6,3.4
"2002","스웨덴",281,-,-,-,-,10.5,5.1
"2002","스위스",12,-,-,-,-,23.1,-
"2002","우크라이나",95,-,-,-,-,3.5,4.9
"2002","영국",30,-,-,-,-,25.1,5.5
"2002","유로지역",986,-,-,-,-,-,-
"2002","몬테네그로",6,-,-,-,-,13.2,0.9
"2002","세르비아",25,-,-,-,-,5.5,-
"2002","아프리카",,,,,,,
"2002","알제리",16,-,-,-,-,6.3,0.2
"2002","앙골라",766,-,-,-,-,12.4,0.1
"2002","베냉",40,-,-,-,-,23.8,-
"2002","보츠와나",174,-,-,-,-,30.9,-
"2002","부르키나파소",71,-,-,-,-,13.9,-
"2002","부룬디",2,-,-,-,-,4.9,-
"2002","카메룬",215,-,-,-,-,9.2,0.4
"2002","카보베르데",0,-,-,-,-,2.5,-
"2002","중앙아프리카공화국",228,-,-,-,-,17.7,-
"2002","차드",62,-,-,-,-,9.4,-
"2002","코모로",0,-,-,-,-,-,-
"2002","콩고",222,-,-,-,-,9.5,32.8
"2002","콩고민주공화국",1426,-,-,-,-,10.0,4.4
"2002","코트디부아르",49,-,-,-,-,22.6,0.1
"2002","지부티",0,-,-,-,-,0.0,0.2
"2002","이집트",1,-,-,-,-,5.4,5.9
"2002","적도기니",26,-,-,-,-,19.2,2.6
"2002","에리트레아",11,-,-,-,-,4.9,-
"2002","에티오피아",184,-,-,-,-,17.7,-
"2002","가봉",237,-,-,-,-,14.9,4.0
"2002","감비아",3,-,-,-,-,1.5,0.1
"2002","가나",87,-,-,-,-,14.7,0.0
