"시점","국가별",산림면적 (1000km²),멸종위기종(포유동물) (종),멸종위기종(조류) (종),멸종위기종(어류) (종),멸종위기종(고등식물) (종),육상보호구역 (%),해양보호구역 (%)
"2011","안도라",0,-,-,-,-,-,-
"2011","오스트리아",39,-,-,-,-,-,-
"2011","벨라루스",86,-,-,-,-,-,-
"2011","벨기에",7,-,-,-,-,-,-
"2011","보스니아-헤르체고비나",21,-,-,-,-,-,-
"2011","불가리아",38,-,-,-,-,-,-
"2011","샤넬군도",0,-,-,-,-,-,-
"2011","크로아티아",19,-,-,-,-,-,-
"2011","체코",27,-,-,-,-,-,-
"2011","덴마크",6,-,-,-,-,-,-
"2011","에스토니아",24,-,-,-,-,-,-
"2011","페로제도",0,-,-,-,-,-,-
"2011","핀란드",223,-,-,-,-,-,-
"2011","프랑스",165,-,-,-,-,-,-
"2011","독일",114,-,-,-,-,-,-
"2011","지브롤터",0,-,-,-,-,-,-
"2011","그리스",39,-,-,-,-,-,-
"2011","헝가리",20,-,-,-,-,-,-
"2011","아이슬란드",0,-,-,-,-,-,-
"2011","아일랜드",7,-,-,-,-,-,-
"2011","맨섬",0,-,-,-,-,-,-
"2011","이탈리아",91,-,-,-,-,-,-
"2011","라트비아",34,-,-,-,-,-,-
"2011","리히텐슈타인",0,-,-,-,-,-,-
"2011","리투아니아",22,-,-,-,-,-,-
"2011","룩셈부르크",1,-,-,-,-,-,-
"2011","북마케도니아",10,-,-,-,-,-,-
"2011","몰타",0,-,-,-,-,-,-
"2011","몰도바",4,-,-,-,-,-,-
"2011","모나코",0,-,-,-,-,-,-
"2011","네덜란드",4,-,-,-,-,-,-
"2011","노르웨이",121,-,-,-,-,-,-
"2011","폴란드",93,-,-,-,-,-,-
"2011","포르투갈",33,-,-,-,-,-,-
"2011","루마니아",66,-,-,-,-,-,-
"2011","러시아",8151,-,-,-,-,-,-
"2011","산마리노",0,-,-,-,-,-,-
"2011","슬로바키아",19,-,-,-,-,-,-
"2011","슬로베니아",12,-,-,-,-,-,-
"2011","스페인",185,-,-,-,-,-,-
"2011","스웨덴",281,-,-,-,-,-,-
"2011","스위스",12,-,-,-,-,-,-
"2011","우크라이나",96,-,-,-,-,-,-
"2011","영국",31,-,-,-,-,-,-
"2011","유로지역",1020,-,-,-,-,-,-
"2011","몬테네그로",8,-,-,-,-,-,-
"2011","세르비아",27,-,-,-,-,-,-
"2011","아프리카",,,,,,,
"2011","알제리",19,-,-,-,-,-,-
"2011","앙골라",716,-,-,-,-,-,-
"2011","베냉",36,-,-,-,-,-,-
"2011","보츠와나",163,-,-,-,-,-,-
"2011","부르키나파소",67,-,-,-,-,-,-
"2011","부룬디",2,-,-,-,-,-,-
"2011","카메룬",208,-,-,-,-,-,-
"2011","카보베르데",0,-,-,-,-,-,-
"2011","중앙아프리카공화국",226,-,-,-,-,-,-
"2011","차드",54,-,-,-,-,-,-
"2011","코모로",0,-,-,-,-,-,-
"2011","콩고",221,-,-,-,-,-,-
"2011","콩고민주공화국",1361,-,-,-,-,-,-
"2011","코트디부아르",39,-,-,-,-,-,-
"2011","지부티",0,-,-,-,-,-,-
"2011","이집트",1,-,-,-,-,-,-
"2011","적도기니",25,-,-,-,-,-,-
"2011","에리트레아",11,-,-,-,-,-,-
"2011","에티오피아",177,-,-,-,-,-,-
"2011","가봉",236,-,-,-,-,-,-
"2011","감비아",3,-,-,-,-,-,-
"2011","가나",79,-,-,-,-,-,-
"2011","기니",65,-,-,-,-,-,-
"2011","기니비사우",21,-,-,-,-,-,-
"2011","케냐",36,-,-,-,-,-,-
"2011","레소토",0,-,-,-,-,-,-
"2011","라이베리아",79,-,-,-,-,-,-
"2011","리비아",2,-,-,-,-,-,-
"2011","마다가스카르",125,-,-,-,-,-,-
"2011","말라위",26,-,-,-,-,-,-
"2011","말리",133,-,-,-,-,-,-
"2011","모리타니",4,-,-,-,-,-,-
"2011","모리셔스",0,-,-,-,-,-,-
"2011","모로코",57,-,-,-,-,-,-
"2011","모잠비크",388,-,-,-,-,-,-
"2011","나미비아",73,-,-,-,-,-,-
"2011","니제르",12,-,-,-,-,-,-
"2011","나이지리아",231,-,-,-,-,-,-
"2011","르완다",3,-,-,-,-,-,-
"2011","상투메프린시페",1,-,-,-,-,-,-
"2011","세네갈",84,-,-,-,-,-,-
"2011","세이셸",0,-,-,-,-,-,-
"2011","시에라리온",27,-,-,-,-,-,-
"2011","소말리아",67,-,-,-,-,-,-
"2011","남아프리카공화국",174,-,-,-,-,-,-
"2011","수단",199,-,-,-,-,-,-
"2011","에스와티니",5,-,-,-,-,-,-
"2011","탄자니아",496,-,-,-,-,-,-
"2011","토고",12,-,-,-,-,-,-
"2011","튀니지",7,-,-,-,-,-,-
"2011","우간다",27,-,-,-,-,-,-
"2011","잠비아",465,-,-,-,-,-,-
"2011","짐바브웨",179,-,-,-,-,-,-
"2011","오세아니아",,,,,,,
"2011","미국령사모아",0,-,-,-,-,-,-
"2011","오스트레일리아",1303,-,-,-,-,-,-
"2011","피지",11,-,-,-,-,-,-
"2011","프랑스령폴리네시아",1,-,-,-,-,-,-
"2011","괌",0,-,-,-,-,-,-
"2011","키리바시",0,-,-,-,-,-,-
"2011","마셜제도",0,-,-,-,-,-,-
"2011","미크로네시아",1,-,-,-,-,-,-
"2011","나우루",0,-,-,-,-,-,-
"2011","뉴칼레도니아",8,-,-,-,-,-,-
"2011","뉴질랜드",98,-,-,-,-,-,-
"2011","북마리아나제도",0,-,-,-,-,-,-
"2011","팔라우",0,-,-,-,-,-,-
"2011","파푸아뉴기니",361,-,-,-,-,-,-
"2011","사모아",2,-,-,-,-,-,-
"2011","솔로몬제도",25,-,-,-,-,-,-
"2011","통가",0,-,-,-,-,-,-
"2011","투발루",0,-,-,-,-,-,-
"2011","바누아투",4,-,-,-,-,-,-
"2012","아시아",,,,,,,
"2012","대한민국",64,9,29,19,4,6.3,3.9
"2012","아프가니스탄",12,11,14,5,2,0.4,-
"2012","아르메니아",3,9,13,3,1,8.1,-
"2012","아제르바이잔",11,7,15,10,0,7.4,-
"2012","바레인",0,3,3,8,0,2.8,7.4
"2012","방글라데시",19,34,31,17,16,4.7,2.5
"2012","부탄",27,27,18,3,2,28.4,-
"2012","브루나이",4,34,24,7,98,44.0,1.4
"2012","캄보디아",99,37,26,40,32,26.2,0.5
"2012","중국",2045,75,87,120,382,16.7,1.7
"2012","키프로스",2,5,5,19,16,41.0,1.3
"2012","동티모르",9,4,7,5,1,8.7,3.8
"2012","조지아",28,10,11,9,0,3.9,0.9
"2012","홍콩",-,2,20,13,6,41.9,-
"2012","인도",700,94,80,212,300,5.2,1.6
"2012","인도네시아",978,184,122,141,385,14.7,5.8
"2012","이란",107,16,22,30,2,7.2,2.2
"2012","이라크",8,13,16,11,1,0.4,0.0
"2012","이스라엘",2,15,14,36,0,17.4,0.5
"2012","일본",250,27,40,65,7,16.5,5.6
"2012","요르단",1,13,10,13,1,-,30.0
"2012","카자흐스탄",32,16,22,15,17,3.3,-
"2012","북한",62,9,25,14,6,2.3,0.1
"2012","쿠웨이트",0,6,8,11,0,18.4,0.2
"2012","키르기스스탄",12,6,12,3,14,6.3,-
"2012","라오스",169,45,24,54,24,16.7,-
"2012","레바논",1,10,9,22,1,0.6,0.2
"2012","마카오",-,0,4,5,0,-,-
"2012","말레이시아",192,70,45,68,676,18.4,2.3
"2012","몰디브",0,2,0,18,0,-,-
"2012","몽골",142,11,20,2,0,13.8,-
"2012","미얀마",309,46,44,41,39,7.3,0.2
"2012","네팔",60,31,33,7,2,16.4,-
"2012","오만",0,9,10,27,6,10.7,1.3
"2012","파키스탄",40,23,29,35,2,10.8,5.9
"2012","필리핀",69,38,74,73,212,10.9,2.5
"2012","카타르",0,3,4,11,0,3.2,1.6
"2012","사우디아라비아",10,9,15,24,3,31.3,3.4
"2012","싱가포르",0,11,15,25,57,5.4,1.4
"2012","스리랑카",21,29,15,44,283,22.0,1.3
"2012","시리아",5,16,15,34,2,0.7,0.6
"2012","타지키스탄",4,8,12,5,13,4.8,-
"2012","태국",201,57,47,96,116,18.8,5.1
"2012","튀르키예",213,17,16,70,7,2.1,2.7
"2012","투르크메니스탄",41,9,16,11,4,3.2,-
"2012","아랍에미리트",3,7,9,13,0,18.2,9.2
"2012","우즈베키스탄",34,10,16,7,17,3.4,-
"2012","베트남",137,54,45,73,141,6.5,1.7
"2012","예멘",5,9,15,24,159,0.8,3.3
"2012","북아메리카",,,,,,,
"2012","버뮤다",0,4,1,16,3,5.8,5.1
"2012","캐나다",3472,11,16,35,1,8.6,1.4
"2012","그린란드",0,7,1,7,0,41.1,36.7
"2012","멕시코",667,100,61,152,196,12.9,18.9
"2012","미국",3093,36,79,185,232,13.8,30.4
"2012","남아메리카",,,,,,,
"2012","앤티가바부다",0,2,1,18,4,10.2,0.8
"2012","아르헨티나",298,38,50,37,36,6.9,1.6
"2012","아루바",0,2,1,15,1,0.5,-
"2012","바하마",5,6,6,29,5,13.7,0.4
"2012","바베이도스",0,3,2,20,2,0.1,0.1
"2012","벨리즈",14,8,5,30,27,36.7,14.2
"2012","볼리비아",527,20,53,0,73,20.8,-
"2012","브라질",5085,81,152,83,400,26.3,16.3
"2012","영국령버진아일랜드",0,-,-,-,-,-,-
"2012","케이맨제도",0,1,1,19,2,8.7,1.3
"2012","칠레",171,20,33,20,34,18.6,4.8
"2012","콜롬비아",605,53,112,54,215,21.2,16.1
"2012","코스타리카",29,9,22,50,113,26.9,15.5
"2012","쿠바",30,14,17,35,155,12.4,7.6
"2012","도미니카연방",0,3,3,19,9,21.7,0.1
"2012","도미니카공화국",21,6,14,22,29,18.6,28.6
"2012","에콰도르",129,43,93,50,1714,23.7,75.7
"2012","엘살바도르",6,5,6,14,23,8.4,9.5
"2012","그레나다",0,3,1,19,3,2.2,0.1
"2012","과테말라",37,16,14,25,73,30.9,13.0
"2012","가이아나",185,10,13,28,21,5.2,-
"2012","아이티",4,5,13,21,29,0.3,-
"2012","온두라스",65,7,11,28,107,21.1,2.7
"2012","자메이카",6,5,10,22,206,15.9,4.6
"2012","니카라과",41,6,14,31,39,30.8,37.7
"2012","파나마",43,15,19,41,191,20.6,7.4
"2012","파라과이",187,8,28,0,10,6.4,-
"2012","페루",737,54,124,20,270,19.1,3.9
"2012","푸에르토리코",5,3,8,20,51,10.3,1.7
"2012","세인트키츠네비스",0,2,1,19,2,3.6,0.5
"2012","세인트루시아",0,2,5,20,5,16.9,0.2
"2012","세인트빈센트그레나딘",0,2,2,20,4,10.9,0.6
"2012","수리남",153,8,7,26,26,14.7,22.9
"2012","트리니다드토바고",2,2,4,25,1,32.6,3.0
"2012","터크스케이커스제도",0,2,2,18,7,44.4,1.0
"2012","미국령버진아일랜드",0,2,1,15,12,15.3,2.0
"2012","우루과이",18,11,24,36,0,2.7,1.7
"2012","베네수엘라",472,32,40,37,68,53.0,16.0
"2012","유럽",,,,,,,
"2012","알바니아",8,3,6,39,0,11.0,2.4
"2012","안도라",0,2,1,0,0,9.8,-
"2012","오스트리아",39,3,9,11,10,23.6,-
"2012","벨라루스",86,4,6,2,1,8.3,-
"2012","벨기에",7,2,4,11,0,23.0,55.7
"2012","보스니아-헤르체고비나",21,4,6,31,0,1.5,99.2
"2012","불가리아",38,7,14,19,6,36.6,15.7
"2012","샤넬군도",0,-,-,-,-,-,-
"2012","크로아티아",19,7,12,60,6,14.1,3.5
"2012","체코",27,2,7,2,9,22.4,-
"2012","덴마크",6,2,4,15,1,18.4,29.2
"2012","에스토니아",24,1,5,5,0,20.9,27.5
"2012","페로제도",0,4,1,8,0,1.7,0.8
"2012","핀란드",223,1,6,6,1,15.1,15.7
"2012","프랑스",166,8,9,43,28,24.7,58.6
"2012","독일",114,5,7,23,14,48.0,64.5
"2012","지브롤터",0,-,-,-,-,-,-
"2012","그리스",39,10,12,74,55,34.7,6.3
"2012","헝가리",21,2,10,9,9,23.1,-
"2012","아이슬란드",0,6,1,12,0,19.9,3.9
"2012","아일랜드",7,5,3,21,1,14.3,10.2
"2012","맨섬",0,0,0,2,0,-,-
"2012","이탈리아",91,7,10,46,62,21.6,19.9
"2012","라트비아",34,1,6,6,0,18.6,11.5
"2012","리히텐슈타인",0,0,0,0,0,43.1,-
"2012","리투아니아",22,3,6,6,1,16.8,30.7
"2012","룩셈부르크",1,0,1,1,0,39.7,-
"2012","북마케도니아",10,5,11,13,0,7.3,-
"2012","몰타",0,3,3,17,4,21.5,0.6
"2012","몰도바",4,4,8,8,2,3.8,-
"2012","모나코",0,2,0,11,0,35.9,100.0
"2012","네덜란드",4,3,4,13,0,19.5,61.8
"2012","노르웨이",121,7,4,19,2,16.3,2.8
"2012","폴란드",94,5,8,7,9,34.2,52.8
"2012","포르투갈",33,11,9,54,68,22.3,4.1
"2012","루마니아",67,7,14,19,5,18.7,40.4
"2012","러시아",8151,31,52,36,8,11.3,11.6
"2012","산마리노",0,0,0,0,0,-,-
"2012","슬로바키아",19,3,8,5,6,36.1,-
"2012","슬로베니아",12,4,5,29,7,54.5,98.4
"2012","스페인",185,16,12,70,205,29.0,9.4
"2012","스웨덴",280,1,4,12,4,14.5,10.2
"2012","스위스",12,2,3,9,2,26.3,-
"2012","우크라이나",96,11,14,21,17,4.1,10.7
"2012","영국",31,5,4,43,11,27.9,16.6
"2012","유로지역",1022,-,-,-,-,-,-
"2012","몬테네그로",8,6,12,25,2,14.8,0.9
"2012","세르비아",27,6,11,11,3,6.3,-
"2012","아프리카",,,,,,,
"2012","알제리",19,14,11,36,13,7.5,0.4
"2012","앙골라",710,15,25,39,33,12.4,0.1
"2012","베냉",35,11,9,27,13,26.1,-
"2012","보츠와나",162,7,10,2,1,37.2,-
"2012","부르키나파소",66,9,9,4,3,15.2,-
"2012","부룬디",2,11,12,17,3,4.9,-
"2012","카메룬",208,38,24,111,376,11.0,6.5
"2012","카보베르데",0,3,4,24,3,2.5,0.0
"2012","중앙아프리카공화국",225,8,13,3,17,18.0,-
"2012","차드",53,13,11,1,3,16.6,-
"2012","코모로",0,5,9,6,4,10.1,3.2
"2012","콩고",221,11,4,45,37,30.4,33.5
"2012","콩고민주공화국",1350,30,35,83,85,12.0,4.4
"2012","코트디부아르",37,23,20,45,104,22.9,2.0
"2012","지부티",0,8,9,17,2,0.1,0.5
"2012","이집트",1,18,10,40,2,11.2,13.1
"2012","적도기니",25,19,6,28,67,20.6,2.8
"2012","에리트레아",11,10,14,19,4,5.0,-
"2012","에티오피아",177,33,26,14,25,18.4,-
"2012","가봉",236,14,5,61,119,19.9,8.9
"2012","감비아",3,10,10,23,4,4.8,2.4
"2012","가나",79,16,17,44,115,15.1,1.7
"2012","기니",65,21,17,66,22,28.1,4.2
"2012","기니비사우",20,12,9,31,4,16.3,45.9
"2012","케냐",36,28,34,68,128,11.6,10.5
"2012","레소토",0,2,7,1,4,0.5,-
"2012","라이베리아",79,18,13,53,47,2.5,1.8
"2012","리비아",2,12,4,24,3,0.2,0.1
"2012","마다가스카르",125,65,35,86,358,5.0,3.5
"2012","말라위",26,7,15,101,16,18.3,-
"2012","말리",133,12,13,2,7,6.1,-
"2012","모리타니",4,16,13,32,0,0.6,32.2
"2012","모리셔스",0,6,11,15,88,4.5,0.3
"2012","모로코",57,17,11,45,29,21.5,2.5
"2012","모잠비크",386,12,26,54,42,17.6,2.4
"2012","나미비아",72,12,26,28,25,43.2,28.0
"2012","니제르",12,12,9,4,2,16.7,-
"2012","나이지리아",229,26,18,59,167,14.1,0.2
"2012","르완다",3,20,14,9,5,10.6,-
"2012","상투메프린시페",1,5,13,14,34,-,0.0
"2012","세네갈",84,16,13,45,9,24.8,14.4
"2012","세이셸",0,5,10,18,55,42.1,0.9
"2012","시에라리온",27,17,13,47,48,10.5,8.6
"2012","소말리아",66,15,14,28,23,0.6,0.0
"2012","남아프리카공화국",173,24,41,85,67,6.2,12.8
"2012","수단",197,15,17,20,17,-,-
"2012","에스와티니",5,6,11,4,3,3.0,-
"2012","탄자니아",492,35,44,175,295,32.2,18.2
"2012","토고",12,11,9,23,10,24.7,-
"2012","튀니지",7,13,7,35,6,5.4,2.5
"2012","우간다",27,22,22,61,37,11.5,-
"2012","잠비아",463,9,15,20,10,37.8,-
"2012","짐바브웨",178,-,-,3,14,27.2,-
"2012","오세아니아",,,,,,,
"2012","미국령사모아",0,1,8,9,1,2.9,17.1
"2012","오스트레일리아",1310,55,51,102,46,12.9,33.2
"2012","피지",11,6,14,13,61,4.3,6.2
"2012","프랑스령폴리네시아",1,1,33,27,47,2.0,0.1
"2012","괌",0,2,14,9,3,26.8,2.6
"2012","키리바시",0,1,6,11,0,22.0,20.2
"2012","마셜제도",0,2,4,12,0,3.0,0.7
"2012","미크로네시아",1,7,10,20,3,4.0,0.1
"2012","나우루",0,-,-,-,-,-,-
"2012","뉴칼레도니아",8,9,15,30,230,61.3,25.2
"2012","뉴질랜드",98,9,70,23,19,27.3,12.5
"2012","북마리아나제도",0,5,15,12,4,3.1,20.3
"2012","팔라우",0,4,4,15,3,16.0,30.3
"2012","파푸아뉴기니",361,39,37,45,142,3.1,0.4
"2012","사모아",2,2,6,13,2,6.7,1.1
"2012","솔로몬제도",25,20,20,18,16,2.2,0.9
"2012","통가",0,2,5,12,2,15.6,9.4
"2012","투발루",0,2,1,10,0,1.9,0.3
"2012","바누아투",4,8,9,15,8,4.2,0.0
"2013","아시아",,,,,,,
"2013","대한민국",64,9,29,18,6,-,-
"2013","아프가니스탄",12,11,14,5,3,-,-
"2013","아르메니아",3,9,13,3,1,-,-
"2013","아제르바이잔",11,7,15,10,0,-,-
"2013","바레인",0,3,3,9,0,-,-
"2013","방글라데시",19,34,31,18,17,-,-
"2013","부탄",27,27,18,3,9,-,-
"2013","브루나이",4,34,24,7,104,-,-
"2013","캄보디아",95,37,26,40,33,-,-
"2013","중국",2064,75,87,121,475,-,-
"2013","키프로스",2,5,5,19,18,-,-
"2013","동티모르",9,4,7,6,1,-,-
"2013","조지아",28,10,11,9,0,-,-
"2013","홍콩",-,2,20,13,6,-,-
"2013","인도",703,95,80,213,326,-,-
"2013","인도네시아",969,185,122,145,404,-,-
"2013","이란",107,17,22,31,2,-,-
"2013","이라크",8,14,16,11,1,-,-
"2013","이스라엘",2,15,14,35,0,-,-
"2013","일본",250,27,40,66,17,-,-
"2013","요르단",1,13,10,13,1,-,-
"2013","카자흐스탄",32,16,22,15,17,-,-
"2013","북한",62,9,25,14,8,-,-
"2013","쿠웨이트",0,6,8,11,0,-,-
"2013","키르기스스탄",12,6,12,3,14,-,-
"2013","라오스",168,45,24,55,32,-,-
"2013","레바논",1,10,9,21,2,-,-
"2013","마카오",-,0,4,5,0,-,-
"2013","말레이시아",193,71,45,71,705,-,-
"2013","몰디브",0,2,0,18,0,-,-
"2013","몽골",142,11,20,2,0,-,-
"2013","미얀마",306,46,44,40,46,-,-
"2013","네팔",60,31,33,7,9,-,-
"2013","오만",0,10,10,25,6,-,-
"2013","파키스탄",40,24,29,34,4,-,-
"2013","필리핀",69,38,74,72,229,-,-
"2013","카타르",0,3,4,12,0,-,-
"2013","사우디아라비아",10,10,15,24,3,-,-
"2013","싱가포르",0,11,15,25,58,-,-
"2013","스리랑카",21,30,15,43,286,-,-
"2013","시리아",5,16,15,33,4,-,-
"2013","타지키스탄",4,8,12,5,13,-,-
"2013","태국",201,57,47,96,131,-,-
"2013","튀르키예",214,17,16,70,10,-,-
"2013","투르크메니스탄",41,9,16,11,4,-,-
"2013","아랍에미리트",3,8,9,14,0,-,-
"2013","우즈베키스탄",35,10,16,7,17,-,-
"2013","베트남",138,54,45,73,170,-,-
"2013","예멘",5,9,15,24,161,-,-
"2013","북아메리카",,,,,,,
"2013","버뮤다",0,4,1,16,4,-,-
"2013","캐나다",3472,11,16,36,2,-,-
"2013","그린란드",0,7,1,7,1,-,-
"2013","멕시코",666,101,61,154,361,-,-
"2013","미국",3095,36,78,236,270,-,-
"2013","남아메리카",,,,,,,
"2013","앤티가바부다",0,2,1,19,4,-,-
"2013","아르헨티나",295,39,50,37,68,-,-
"2013","아루바",0,2,1,15,2,-,-
"2013","바하마",5,6,6,30,8,-,-
"2013","바베이도스",0,3,2,21,3,-,-
"2013","벨리즈",14,9,5,31,33,-,-
"2013","볼리비아",525,21,53,0,98,-,-
"2013","브라질",5070,82,152,84,499,-,-
"2013","영국령버진아일랜드",0,-,-,-,-,-,-
"2013","케이맨제도",0,1,1,20,2,-,-
"2013","칠레",172,20,33,20,71,-,-
"2013","콜롬비아",604,54,112,54,238,-,-
"2013","코스타리카",29,10,22,50,128,-,-
"2013","쿠바",31,14,17,35,176,-,-
"2013","도미니카연방",0,3,3,20,10,-,-
"2013","도미니카공화국",21,6,14,22,38,-,-
"2013","에콰도르",129,45,94,52,1842,-,-
"2013","엘살바도르",6,6,6,14,29,-,-
"2013","그레나다",0,3,1,20,3,-,-
"2013","과테말라",36,17,14,26,93,-,-
"2013","가이아나",185,11,13,28,23,-,-
"2013","아이티",4,5,13,21,38,-,-
"2013","온두라스",65,8,11,30,118,-,-
"2013","자메이카",6,5,10,22,212,-,-
"2013","니카라과",40,7,14,31,43,-,-
"2013","파나마",43,16,19,42,202,-,-
"2013","파라과이",183,9,28,0,19,-,-
"2013","페루",735,55,124,21,318,-,-
"2013","푸에르토리코",5,3,8,21,54,-,-
"2013","세인트키츠네비스",0,2,1,20,2,-,-
"2013","세인트루시아",0,2,5,21,6,-,-
"2013","세인트빈센트그레나딘",0,2,2,21,4,-,-
"2013","수리남",153,9,7,26,26,-,-
"2013","트리니다드토바고",2,2,4,25,1,-,-
"2013","터크스케이커스제도",0,2,2,19,7,-,-
"2013","미국령버진아일랜드",0,2,1,16,12,-,-
"2013","우루과이",18,10,24,38,22,-,-
"2013","베네수엘라",470,34,40,37,77,-,-
"2013","유럽",,,,,,,
"2013","알바니아",8,3,6,39,0,-,-
"2013","안도라",0,2,1,0,0,-,-
"2013","오스트리아",39,3,9,11,13,-,-
"2013","벨라루스",86,4,6,2,1,-,-
"2013","벨기에",7,2,4,11,0,-,-
"2013","보스니아-헤르체고비나",21,4,6,31,1,-,-
"2013","불가리아",38,7,14,19,6,-,-
"2013","샤넬군도",0,-,-,-,-,-,-
"2013","크로아티아",19,8,12,60,7,-,-
"2013","체코",27,2,7,2,11,-,-
"2013","덴마크",6,2,4,15,2,-,-
"2013","에스토니아",24,1,5,5,0,-,-
"2013","페로제도",0,4,1,8,0,-,-
"2013","핀란드",223,1,6,6,2,-,-
"2013","프랑스",167,8,9,46,32,-,-
"2013","독일",114,5,7,23,17,-,-
"2013","지브롤터",0,-,-,-,-,-,-
"2013","그리스",39,10,12,75,57,-,-
"2013","헝가리",21,2,10,9,9,-,-
"2013","아이슬란드",0,6,1,12,0,-,-
"2013","아일랜드",7,5,3,21,1,-,-
"2013","맨섬",0,1,0,2,0,-,-
"2013","이탈리아",92,7,10,47,66,-,-
"2013","라트비아",34,1,6,6,0,-,-
"2013","리히텐슈타인",0,0,0,0,0,-,-
"2013","리투아니아",22,3,6,6,1,-,-
"2013","룩셈부르크",1,0,1,1,0,-,-
"2013","북마케도니아",10,5,11,13,0,-,-
"2013","몰타",0,3,3,17,4,-,-
"2013","몰도바",4,4,8,8,2,-,-
"2013","모나코",0,2,0,11,0,-,-
"2013","네덜란드",4,3,4,13,0,-,-
"2013","노르웨이",121,7,4,19,3,-,-
"2013","폴란드",94,5,8,7,11,-,-
"2013","포르투갈",33,11,9,55,81,-,-
"2013","루마니아",67,7,14,19,5,-,-
"2013","러시아",8150,31,83,36,12,-,-
"2013","산마리노",0,0,0,0,0,-,-
"2013","슬로바키아",19,3,8,5,7,-,-
"2013","슬로베니아",12,5,5,29,7,-,-
"2013","스페인",185,16,12,70,213,-,-
"2013","스웨덴",280,1,4,12,5,-,-
"2013","스위스",12,2,3,9,4,-,-
"2013","우크라이나",96,11,14,21,17,-,-
"2013","영국",31,5,4,43,15,-,-
"2013","유로지역",1024,-,-,-,-,-,-
"2013","몬테네그로",8,6,12,26,2,-,-
"2013","세르비아",27,6,11,11,4,-,-
"2013","아프리카",,,,,,,
"2013","알제리",19,14,11,36,17,-,-
"2013","앙골라",705,15,25,40,34,-,-
"2013","베냉",35,11,9,28,15,-,-
"2013","보츠와나",161,7,10,2,2,-,-
"2013","부르키나파소",66,9,9,4,3,-,-
"2013","부룬디",2,11,12,17,4,-,-
"2013","카메룬",207,38,24,112,378,-,-
"2013","카보베르데",0,4,4,23,3,-,-
"2013","중앙아프리카공화국",225,8,13,3,18,-,-
"2013","차드",51,13,11,1,4,-,-
"2013","코모로",0,5,9,7,6,-,-
"2013","콩고",220,11,4,47,38,-,-
"2013","콩고민주공화국",1339,30,35,84,93,-,-
"2013","코트디부아르",36,23,20,46,105,-,-
"2013","지부티",0,7,9,17,2,-,-
"2013","이집트",1,18,10,40,2,-,-
"2013","적도기니",25,19,6,29,68,-,-
"2013","에리트레아",11,10,14,20,4,-,-
"2013","에티오피아",176,33,26,14,28,-,-
"2013","가봉",236,15,5,62,120,-,-
"2013","감비아",3,10,10,24,5,-,-
"2013","가나",79,16,17,45,117,-,-
"2013","기니",65,21,17,67,28,-,-
"2013","기니비사우",20,12,9,31,5,-,-
"2013","케냐",36,28,34,69,132,-,-
"2013","레소토",0,2,7,1,4,-,-
"2013","라이베리아",78,18,13,54,47,-,-
"2013","리비아",2,12,4,24,3,-,-
"2013","마다가스카르",125,65,35,87,369,-,-
"2013","말라위",25,7,15,101,20,-,-
"2013","말리",133,12,13,2,7,-,-
"2013","모리타니",4,16,13,31,0,-,-
"2013","모리셔스",0,7,11,15,89,-,-
"2013","모로코",57,17,11,44,34,-,-
"2013","모잠비크",384,12,26,54,53,-,-
"2013","나미비아",71,12,26,27,27,-,-
"2013","니제르",12,12,9,4,3,-,-
"2013","나이지리아",228,26,18,60,169,-,-
"2013","르완다",3,20,14,9,6,-,-
"2013","상투메프린시페",1,5,13,13,37,-,-
"2013","세네갈",83,16,13,46,10,-,-
"2013","세이셸",0,6,10,19,62,-,-
"2013","시에라리온",27,17,13,48,54,-,-
"2013","소말리아",65,15,14,26,24,-,-
"2013","남아프리카공화국",173,24,41,87,100,-,-
"2013","수단",196,16,17,21,18,-,-
"2013","에스와티니",5,6,11,4,11,-,-
"2013","탄자니아",488,35,44,175,305,-,-
"2013","토고",12,10,9,24,12,-,-
"2013","튀니지",7,13,7,35,7,-,-
"2013","우간다",26,22,22,61,41,-,-
"2013","잠비아",461,9,15,20,13,-,-
"2013","짐바브웨",178,9,15,3,18,-,-
"2013","오세아니아",,,,,,,
"2013","미국령사모아",0,1,8,9,1,-,-
"2013","오스트레일리아",1317,55,51,106,89,-,-
"2013","피지",11,6,14,13,65,-,-
"2013","프랑스령폴리네시아",1,0,33,27,47,-,-
"2013","괌",0,2,14,9,4,-,-
"2013","키리바시",0,1,6,11,0,-,-
"2013","마셜제도",0,2,4,12,0,-,-
"2013","미크로네시아",1,7,10,20,5,-,-
"2013","나우루",0,-,-,-,-,-,-
"2013","뉴칼레도니아",8,9,15,30,258,-,-
"2013","뉴질랜드",98,9,70,23,21,-,-
"2013","북마리아나제도",0,4,15,12,5,-,-
"2013","팔라우",0,4,4,15,4,-,-
"2013","파푸아뉴기니",361,39,37,47,145,-,-
"2013","사모아",2,2,6,13,2,-,-
"2013","솔로몬제도",25,20,20,18,17,-,-
"2013","통가",0,2,5,12,4,-,-
"2013","투발루",0,1,1,10,0,-,-
"2013","바누아투",4,7,9,15,10,-,-
"2014","아시아",,,,,,,
"2014","대한민국",63,9,26,19,7,7.6,4.3
"2014","아프가니스탄",12,11,9,5,3,0.5,0.0
"2014","아르메니아",3,9,11,3,71,24.8,0.0
"2014","아제르바이잔",11,7,12,10,42,14.0,0.0
