,번호,생태통로명,주소,도로명,도로번호,차선_수,경도,위도
244,1260,신당리,충청북도 충주시 살미면 신당리,국도,36호선,왕복2차선,128.056444444444,36.9206388888889
245,1261,사담리,충청북도 괴산군 청천면 사담리,국도,37호선,왕복2차선,127.814472222222,36.6130833333333
246,1262,장회리,충청북도 단양군 단성면 장회리,국도,36호선,왕복3차선,128.238388888889,36.9305555555556
247,1263,용부원리,충청북도 단양군 대강면 용부원리,국도,5호선,왕복3차선,128.417388888889,36.9090277777778
248,1264,용부원리2,충청북도 단양군 대강면 용부원리,국도,5호선,왕복3차선,128.410222222222,36.9109444444444
249,1265,용부원리3,충청북도 단양군 대강면 용부원리,국도,5호선,왕복3차선,128.413583333333,36.90925
250,1266,지오생태통로,충청북도 옥천군 군북면 지오리,국도,37호선,왕복4차선,127.573222222222,36.3241111111111
251,1267,증약생태통로,충청북도 옥천군 군북면 증약리,국도,4호선,왕복4차선,127.508083333333,36.3373055555556
252,1268,화성생태통로,충청남도 천안시 동남구 성남면 화성리15-8(병천3.35㎞),남부대로,(국도21호선),왕복4차선,127.279333333333,36.7533611111111
253,1269,장산1생태통로,충청남도 천안시 동남구 수신면 장산리 801-3(병천3.15㎞),남부대로,(국도21호선),왕복4차선,127.281833333333,36.7536944444444
254,1270,장산2생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.95㎞),국도,21호선,왕복4차선,127.284,36.7546666666667
255,1271,장산3생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.85㎞),국도,21호선,왕복4차선,127.28425,36.7547833333333
256,1272,풍전생태통로,충청남도 서산시 인지면 풍전리 359-1(서산4.1㎞),국도,32호선,왕복4차선,126.422102777778,36.7679833333333
257,1273,진장생태통로,충청남도 서산시 팔봉면 진장리 892-4(서산10.8㎞),국도,32호선,왕복4차선,126.361319444444,36.77905
258,1274,,충청남도 서산시 지곡면 무장리,국지도,70호,왕복4차선,126.443916666667,36.86575
259,1275,,충청남도 공주시 사곡면 고당리,지방도,629호선,왕복2차선,127.030665187833,36.5274253529518
260,1276,풍세동물이동통로,충청남도 천안시 동남구 풍세면 두남리,지방도,629호선,왕복4차선,127.135208333333,36.7544472222222
261,1277,가대리,충청북도 단양군 가곡면 가대리,국도,59호선,왕복2차선,128.406611111111,37.0340833333333
262,1278,가산리,충청북도 단양군 단성면 가산리,국도,59호선,왕복2차선,128.305632010565,36.8983215488832
263,1279,가산리2,충청북도 단양군 단성면 가산리,국도,59호선,왕복2차선,128.305810365414,36.8968661528091
264,1280,궁종리 생태통로_1,강원도 횡성군 둔내면 궁종리,일반국도,6호선,왕복2차선,128.153891666667,37.4909777777778
265,1281,정금리 생태통로,강원도 횡성군 우천면 정금리,일반국도,6호선,왕복2차선,128.094427777778,37.5132138888889
266,1282,궁종리 생태통로_2,강원도 횡성군 둔내면 궁종리,일반국도,6호선,왕복2차선,128.149266666667,37.507525
267,1283,궁종리,강원도 횡성군 둔내면 궁종리,일반국도,6호선,왕복2차선,128.149544444444,37.5078027777778
268,1286,원대리,강원도 인제군 기린면 원대리,일반국도,31호선,왕복2차선,128.23722852919,38.0115190546901
269,1287,하추리,강원도 인제군 인제읍 하추리,일반국도,31호선,왕복2차선,128.262637142608,38.0103661995243
270,1290,금대리 생태통로,강원도 원주시 판부면 금대리,일반국도,42호선,왕복4차선,128.009247222222,37.2709861111111
271,1291,지내리 생태통로,강원도 춘천시 동면 지내리,일반국도,46호선,왕복4차선,127.770365843511,37.9089779761596
272,1292,진고개 생태통로,강원도 평창군 대관령면 병내리,국도,6호선,왕복3차선,128.611269444444,37.7522944444444
273,1293,삽당령 생태통로,강원도 강릉시 왕산면 송현리,국도,35호선,왕복2차선,128.852866666667,37.5769305555556
274,1294,진부령 생태통로,강원도 고성군 간성읍 진부리,국도,46호선,왕복2차선,128.355774960384,38.2789599446105
275,1295,한계령 생태통로,강원도 인제군 북면 한계리,국도,44호선,왕복2차선,128.364610789619,38.1118965491
276,1296,제진1 생태통로,강원도 고성군 현내면 제진리,국도,7호선,왕복4차선,128.396825,38.5580944444444
277,1297,진부리 생태통로,강원도 고성군 간성읍 진부리,국도,46호선,왕복3차선,128.356944444444,38.2666666666667
278,1298,한계령 생태통로,강원도 인제군 북면 한계리,국도,44호선,왕복2차선,128.373333333333,38.1080555555556
279,1299,병내리 생태통로,강원도 평창군 대관령면 병내리,국도,6호선,왕복3차선,128.611111111111,37.7564777777778
280,1300,자운리 생태통로,강원도 홍천군 내면 자운리,국도,31호선,왕복2차선,128.422930555556,37.7184166666667
281,1301,화방재 생태통로,강원도 영월군 상동읍 천평리,국도,31호선,왕복2차선,128.878440621694,37.117218267854
282,1302,백복령 생태통로,강원도 정선군 임계면 직원리,국도,42호선,왕복2차선,128.903498301238,37.5208585344709
283,1303,연정재 생태통로,강원도 영월군 한반도면 후탄리,국도,38호선,왕복4차선,128.380222222222,37.1849166666667
284,1304,무사리 생태이동통로,강원도 삼척시 미로면 무사리,국도,38호선,왕복4차선,128.852944444444,37.5773055555556
285,1305,너그니재 생태이동통로,강원도 정선군 여량면 남곡리,국도,42호선,왕복2차선,128.786277777778,37.486
286,1306,봉정리 생태이동통로,강원도 정선군 여량면 유천리,국도,42호선,왕복2차선,128.74525,37.4686111111111
287,1307,남곡리 생태이동통로,강원도 정선군 여량면 남곡리,국도,42호선,왕복2차선,128.784372222222,37.4886694444444
288,1308,생곡리1호,강원도 홍천군 서석면 생곡리,국도,56호선,왕복2차선,128.291861111111,37.7316944444444
289,1309,생곡리2호,강원도 홍천군 서석면 생곡리,국도,56호선,왕복2차선,128.298388888889,37.7400555555556
290,1310,생곡리3호,강원도 홍천군 서석면 생곡리,국도,56호선,왕복2차선,128.302111111111,37.7426388888889
291,1311,,강원도 양양군 현북면 어성전리,국도,59호선,왕복2차선,128.66425,37.9511388888889
292,1312,갈천리 1호,강원도 양양군 서면 갈천리,국도,56호선,왕복2차선,128.493388888889,37.9362222222222
293,1313,갈천리 2호,강원도 양양군 서면 갈천리,국도,56호선,왕복2차선,128.499222222222,37.9246111111111
294,1314,갈천리 3호,강원도 양양군 서면 갈천리,국도,56호선,왕복2차선,128.509083333333,37.9085
295,1315,갈천리 4호,강원도 양양군 서면 갈천리,국도,56호선,왕복2차선,128.493472222222,37.9307777777778
296,1316,갈천리 5호,강원도 양양군 서면 갈천리,국도,56호선,왕복2차선,128.504777777778,37.9085555555556
297,1317,덕우리,강원도 정선군 정선읍,국도,59호선,왕복2차선,128.719,37.3566111111111
298,1318,실내1 생태이동통로,강원도 화천군 상서면 다목리,국도,56호선,왕복2차선,127.52675,38.1632222222222
299,1319,실내2 생태이동통로_1,강원도 화천군 상서면 다목리,국도,56호선,왕복2차선,127.52675,38.1636666666667
300,1320,실내2 생태이동통로_2,강원도 화천군 상서면 다목리,국도,56호선,왕복2차선,127.52675,38.1636666666667
301,1321,발산통로,경상남도 진주시 이반성면 발산리,국도,2호선,왕복4차선,128.35295,35.1365861111111
302,1322,정양통로,경상남도 합천군 대양면 정양리,국도,33호선,왕복4차선,128.168038888889,35.552125
303,1323,상현1통로,경상남도 합천군 봉산면 상현리,국도,24호선,왕복2차선,128.022777777778,35.6325
304,1324,상현2통로,경상남도 합천군 봉산면 상현리,국도,24호선,왕복2차선,128.039722222222,35.6297222222222
305,1325,덕암통로,경상남도 합천군 야로면 덕암리,국도,26호선,왕복2차선,128.174722222222,35.6747222222222
306,1326,대구국토3(교리 생태통로),경상북도 구미시 선산읍 교리,국도,33호선,왕복4차선,128.317025,36.2647444444444
307,1327,대구국토4(화양읍 생태통로),경상북도 청도군 화양읍 삼신리,국도,25호선,왕복4차선,128.696638888889,35.6739555555556
308,1328,금강송 생태통로,경상북도 울진군 서면 광회리,국도,36호선,왕복2차선,129.162222222223,36.9325343041132
309,1329,행곡 생태통로,경상북도 울진군 근남 행곡리,국도,36호선,왕복2차선,129.349833333333,36.9733388888889
310,1330,청서교,경상북도 포항시 남구 연일읍 우복리 산15-2,국도,31호선,왕복4차선,129.339583333333,35.9767916666667
311,1331,신현육교(병풍육교),경상북도 문경시 마성면 신현리 산43-1 일원,국도,3호선,왕복4차선,128.131388888889,36.6549722222222
312,1332,신암육교,경상북도 영주시 이산면 신암리 산46-1,국도,36호선,왕복4차선,128.700831823083,36.8572449021921
313,1333,지동육교1,경상북도 영주시 이산면 지동리 산163-2 일원,국도,36호선,왕복4차선,128.714031384253,36.8630191578062
314,1334,지동육교2,경상북도 영주시 이산면 지동리 산156-3,국도,36호선,왕복4차선,128.723944444444,36.86625
315,1335,유곡육교,경상북도 봉화군 봉화읍 유곡리 산38-3,국도,36호선,왕복4차선,128.751731377971,36.8825953156852
316,1336,수로암거,경상북도 영주시 풍기읍 수철리 산4-3 일원,국도,5호선,왕복2차선,128.450277777778,36.8691666666667
317,1337,수로암거,경상북도 봉화군 명호면 삼동리 790,국도,35호선,왕복2차선,128.935,36.8777777777778
318,1338,원형수로,경상북도 봉화군 명호면 삼동리 1443-1 일원,국도,35호선,왕복2차선,128.910555555556,36.8708333333333
319,1339,원형수로,경상북도 봉화군 법전면 소천리 27-3,국도,35호선,왕복2차선,128.945,36.8980555555556
320,1340,통로암거,경상북도 봉화군 법전면 어지리 97-5,국도,31호선,왕복3차선(오르막차로1차로포함),128.975277777778,36.9186111111111
321,1341,수로암거,경상북도 봉화군 석포면 대현리 440-1,국도,31호선,왕복2차선,129.004166666667,37.0522222222222
322,1342,원형수로,경상북도 봉화군 석포면 대현리 산47-2,국도,31호선,왕복2차선,129.008611111111,37.0622222222222
323,1343,수로암거,경상북도 봉화군 소천면 고선리 105-4,국도,31호선,왕복2차선,129.003713888889,36.9702555555556
324,1344,수로암거,경상북도 봉화군 소천면 고선리 297-5,국도,31호선,왕복2차선,128.992833333333,36.9798861111111
325,1345,수로암거,경상북도 봉화군 소천면 고선리 산61-22,국도,31호선,왕복2차선,128.977927777778,37.0010888888889
326,1346,옹천육교,경상북도 안동시 북후면 옹천리 산30-1,국도,5호선,왕복4차선,128.708539289386,36.6946299514719
327,1347,용성리 A,경상남도 밀양시 삼랑진읍 용성리 산58-6번지,국도,58호선,왕복2차선,128.806716666667,35.4289611111111
328,1348,용성리 B,경상남도 밀양시 삼랑진읍 용성리 산64-1번지,국도,58호선,왕복2차선,128.808505555556,35.4267666666667
329,1349,,경상북도 성주군 수륜면 신파리,국도,59호선,왕복2차선,128.177138888889,35.8193611111111
330,1350,,경상북도 성주군 수륜면 백운리,국도,59호선,왕복2차선,128.145222222222,35.83325
331,1351,,경상북도 영천시 신녕면 화서리,국도,28호선,왕복4차선,128.749944444444,36.1041111111111
332,1352,,경상북도 영천시 신녕면 화서리,국도,28호선,왕복4차선,128.749941825867,36.1042672965175
333,1353,,경상북도 영천시 신녕면 화서리,국도,28호선,왕복4차선,128.711980158485,36.0698341507611
334,1354,,경상북도 영천시 화산면 덕암리,국도,28호선,왕복4차선,128.839972222222,36.03625
335,1355,,경상북도 예천군 풍양면 청운리,국도,59호선,왕복4차선,128.299305555556,36.5200555555556
336,1356,,경상북도 영양군 수비면 계리,국도,88호선,왕복2차선,129.178611111111,36.7630555555556
337,1357,지막생태통로,경상남도 산청군 금서면 지막리,국도,59호,왕복2차선,127.847416666667,35.3919166666667
338,1358,무안광주선 37.48k,광주광역시 광산구 지죽동,무안광주선,(고속국도 12호선),왕복4차선,126.748183333333,35.1390111111111
339,1359,평택제천선 35.10k(갈전육교),경기도 안성시 미양면 갈전리,평택제천선,(고속국도 40호선),왕복4차선,127.408472222222,37.6438944444444
340,1360,평택제천선 34.90k,경기도 안성시 미양면 갈전리,평택제천선,(고속국도 40호선),왕복4차선,127.4065,37.6458055555556
341,1361,중부내륙선 263.20k,경기도 여주군 가남면 안금리,중부내륙선,(고속국도 45호선),왕복4차선,127.605002777778,37.2141666666667
342,1362,동해선 48.20k(어단육교),강원도 강릉시 구정면 어단리,동해선,(고속국도 65호선),왕복4차선,128.917544444444,37.6900305555556
343,1363,동해선 67.70k(석교육교),강원도 강릉시 사천면 석교리,동해선,(고속국도 65호선),왕복4차선,128.917544444444,37.6900305555556
344,1364,영동선 226.94k,강원도 강릉시 성산면 보광리,영동선,(고속국도 50호선),왕복4차선,128.782261111111,37.7343805555556
345,1365,영동선 228.80k,강원도 강릉시 성산면 보광리,영동선,(고속국도 50호선),왕복4차선,128.789991666667,37.7476888888889
346,1366,중앙선 333.46k,강원도 횡성군 횡성읍 갈풍리,중앙선,(고속국도 55호선),왕복4차선,127.949788888889,37.4879972222222
347,1367,동해선 90.30k(잔교육교),강원도 양양군 현북면 하광정리,동해선,(고속국도 65호선),왕복4차선,128.714755555556,38.0060611111111
348,1368,서울양양선 70.31k,강원도 홍천군 북방면 성동리,서울양양선,(고속국도 60호선),왕복4차선,127.881247222222,37.7553083333333
349,1369,청주상주선 41.10k(갈평육교),충청북도 보은군 마로면 갈평리,청주상주선,(고속국도 30호선),왕복4차선,127.848061111111,36.45505
350,1370,청주상주선 24.55k,충청북도 보은군 수한면 교암리,청주상주선,(고속국도 30호선),왕복4차선,127.667380555556,36.4726083333333
351,1371,청주상주선  19.42k,충청북도 보은군 회인면 애곡리,청주상주선,(고속국도 30호선),왕복4차선,127.614025,36.4818305555556
352,1372,청주상주선 19.58k(애곡육교),충청북도 보은군 수한면 건천리,청주상주선,(고속국도 30호선),왕복4차선,127.614724,36.481197
353,1373,당진대전선 53.60k(영정육교),충청남도 공주시 신풍면 영정리,당진대전선,(고속국도 30호선),왕복4차선,127.000094,36.516575
354,1374,당진대전선 61.60k(상서육교),충청남도 공주시 우성면 상서리,당진대전선,(고속국도 30호선),왕복4차선,127.079438,36.48645
355,1375,당진대전선 68.10k,충청남도 공주시 의당면 청룡리,당진대전선,(고속국도 30호선),왕복4차선,127.144863888889,36.4949944444444
356,1376,서해안선 243.45k(운산터널),충청남도 서산시 운산면 신창리,서해안선,(고속국도 15호선),왕복4차선,126.571022,36.762005
357,1377,당진대전선 1.30k(사기소육교),충청남도 당진시 당진읍 사기소리,당진대전선,(고속국도 30호선),왕복4차선,126.625127777778,36.8422861111111
358,1378,익산장수선 11.40k,전라북도 완주군 용진면 상삼리,익산장수선,(고속국도 20호선),왕복4차선,127.185627777778,35.8814638888889
359,1379,중부선 143.42k,전라북도 장수군 계북면 원촌리,중부선,(고속국도 35호선),왕복4차선,127.612361111111,35.7799861111111
360,1380,익산장수선 45.60k,전라북도 진안군 진안읍 물곡리,익산장수선,(고속국도 20호선),왕복4차선,127.470011111111,35.7749777777778
361,1381,무안광주선 24.90k,전라남도 나주시 문평면 대도리,무안광주선,(고속국도 10호선),왕복4차선,126.638761111111,35.0768
362,1382,무안광주선 16.94k,전라남도 함평군 학교면 마산리,무안광주선,(고속국도 10호선),왕복4차선,126.555997222222,35.0577527777778
363,1383,중부내륙선 182.70k,경상북도 문경시 문경읍 마원2리,중부내륙선,(고속국도 45호선),왕복4차선,128.103663888889,36.717525
364,1384,청주상주선 76.21k,경상북도 상주시 낙동면 운평리,청주상주선,(고속국도 30호선),왕복4차선,128.197761111111,36.3716361111111
365,1385,청주상주선 59.66k,경상북도 상주시 내서면 고곡리,청주상주선,(고속국도 30호선),왕복4차선,128.043916666667,36.4260916666667
366,1386,청주상주선 57.67k,경상북도 상주시 내서면 서원리,청주상주선,(고속국도 30호선),왕복4차선,128.022858333333,36.4290666666667
367,1387,중부내륙선 146.90k,경상북도 상주시 헌신동,중부내륙선,(고속국도 45호선),왕복4차선,128.213691666667,36.42905
368,1388,대구포항선 27.90k,경상북도 영천시 매산동,대구포항선,(고속국도 20호선),왕복6차선,128.908366666667,36.0303055555556
369,1389,대구포항선 19.40k,경상북도 영천시 청통면 신덕리,대구포항선,(고속국도 20호선),왕복6차선,128.841657617222,35.9774544179824
370,1390,대구포항선 33.70k,경상북도 영천시 화남면 죽곡리,대구포항선,(고속국도 20호선),왕복6차선,128.963941666667,36.0535333333333
371,1391,대구포항선 56.80k,경상북도 포항시 북구 기계면 지가리,대구포항선,(고속국도 20호선),왕복6차선,129.195177777778,36.0831555555556
372,1392,중부선 46.76k,경상남도 진주시 정촌면 화개리,중부선,(고속국도 35호선),왕복4차선,128.111952777778,35.1344333333333
373,1393,중부선 28.76k,경상남도 고성군 대가면 송계리,중부선,(고속국도 35호선),왕복4차선,128.269661111111,35.0499055555556
374,1394,중부선 29.03k,경상남도 고성군 대가면 송계리,중부선,(고속국도 35호선),왕복4차선,128.267072222222,35.0512833333333
375,1395,호남선 187.90k(원수육교),전라북도 익산시 여산면 원수리,호남선,(고속국도 25호선),왕복8차선,127.103125,36.0259388888889
376,1396,순천완주선 49.98k(송내육교),전라북도 남원시 송동면 송내리,순천완주선,(고속국도 27호선),왕복4차선,126.747841666667,35.1383777777778
377,1397,영암순천선 30.36k(토마육교),전라남도 강진군 작천면 토마리,영암순천선,(고속국도 10호선),왕복4차선,126.828205844034,34.6798379861485
378,1398,평택제천선 70.17k,충청북도 음성군 금왕읍 용계리,평택제천선,(고속국도 40호선),왕복4차선,127.598916666667,36.9769444444444
379,1399,평택제천선 78.47k,충청북도 충주시 신니면 모남리,평택제천선,(고속국도 40호선),왕복4차선,127.679638888889,37.0090833333333
380,1400,평택제천선 27.40k,경기도 안성시 원곡면 반제리,평택제천선,(고속국도 40호선),왕복4차선,127.284283333333,37.04315
381,1401,청주상주선 28.41k,충청북도 보은군 보은읍 지산리,청주상주선,(고속국도 30호선),왕복4차선,127.707661111111,36.4599111111111
382,1402,평택제천선 55.89k,충청북도 진천군 이월면 내촌리,평택제천선,(고속국도 40호선),왕복4차선,127.451944444444,36.9453333333333
383,1403,서천공주선 25.70k,충청남도 부여군 구룡면 현암리,서천공주선,(고속국도 151호선),왕복4차선,126.803608333333,36.2655833333333
384,1404,무안광주선 21.60k,전라남도 나주시 문평면 송산리,무안광주선,(고속국도 12호선),왕복4차선,126.6052,35.0687138888889
385,1405,청주상주선 70.08k,경상북도 상주시 가장동,청주상주선,(고속국도 30호선),왕복4차선,128.133869444444,36.3694027777778
386,1406,청주상주선 65.85k,경상북도 상주시 내서면 능암리,청주상주선,(고속국도 30호선),왕복4차선,128.096766666667,36.3934944444444
387,1407,청주상주선 62.97k,경상북도 상주시 내서면 신촌리,청주상주선,(고속국도 30호선),왕복4차선,128.072027777778,36.4071416666667
388,1408,남해선 79.20k,경상남도 진주시 문산읍 상문리,남해선,(고속국도 10호선),왕복8차선,128.196416666667,35.1813916666667
389,1409,남해선 86.17k,경상남도 진주시 지수면 금곡리,남해선,(고속국도 10호선),왕복8차선,128.259319444444,35.2090777777778
390,1410,남해선 87.10k,경상남도 진주시 지수면 금곡리,남해선,(고속국도 10호선),왕복8차선,128.262905555556,35.2133555555556
391,1411,남해선 93.04k,경상남도 함안군 군북면 박곡리,남해선,(고속국도 10호선),왕복8차선,128.279069444444,35.2647222222222
392,1412,남해선 93.30k,경상남도 함안군 군북면 박곡리,남해선,(고속국도 10호선),왕복8차선,128.281488888889,35.2695166666667
393,1413,영암순천선 12.65k,전라남도 영암군 학산면 상월리,영암순천선,(고속국도 10호선),왕복왕복4차선차선,126.636613888889,34.713675
394,1414,영암순천선 12.94k,전라남도 영암군 학산면 상월리,영암순천선,(고속국도 10호선),왕복왕복4차선차선,126.636613888889,34.713675
395,1415,영암순천선 66.69k,전라남도 보성군 겸백면 남양리,영암순천선,(고속국도 10호선),왕복4차선,127.157938888889,34.8076083333333
396,1416,하늘공원 진입로_2,울산광역시 울주군 삼동면 조일리,보삼길,소로 1-3 호선,왕복2차선,129.1325,35.4775
397,1417,용두생태터널,충청남도 아산시 탕정면 용두리 산22(아산시 충무로 72번길 13),충무로72번길,13,왕복6차선,127.048661111111,36.8172111111111
398,1419,신양생태통로,충청남도 예산군 신양면 대덕리 370-1,위임국도,32호,왕복4차선,127.410833333333,37.2888888888889
399,1420,평택제천선 84.20k,충청북도 충주시 신니면 화석리,평택제천선,고속국도 제40호선,왕복4차선,127.729194444444,37.0317777777778
400,1421,평택제천선 84.47k,충청북도 충주시 노은면 문성리,평택제천선,고속국도 제40호선,왕복4차선,127.732,37.0337222222222
401,1422,현암생태통로,경기도 여주시 현암동 640-11,도시계획도로,시도 10호선,왕복4차선,0,0
402,1426,토월,경상남도 창원시 성산구 토월동 산 11-2,국도,25호선,왕복4차선,128.704863888889,35.2337361111111
403,1427,중남통로,경상남도 함양군 서하면 송계리 산146-2번지,국도,26호,왕복1차선,128.174722222222,35.6747222222222
404,1428,생태통로(대대터널:개착식),강원도 고성군 거진읍 송죽리,국도,7,왕복4차선,128.464236111111,38.3993888888889
405,1429,무안광주선 37.48k,광주광역시 광산구 지죽동(무안광주선 37.48k),무안광주선,37.48k,왕복4차선,126.748611111111,35.1411111111111
406,1430,무안광주선 24.90k,전라남도 나주시 문평면 대도리(무안광주선 24.90k),무안광주선,24.90k,왕복4차선,126.639655555556,35.0794694444444
407,1431,무안광주선 16.94k,전라남도 함평군 학교면 마산리(무안광주선 16.94k),무안광주선,16.94k,왕복4차선,126.556652777778,35.0606555555556
408,1432,순천완주선 49.98k(송내육교),전라북도 남원시 수지면 남창리(순천완주선 49.98k),순천완주선,49.98k,왕복4차선,127.349666666667,35.3430833333333
409,1433,영암순천선 30.36k(토마육교),전라남도 강진군 작천면 토마리(영암순천선 30.36k),영암순천선,30.36k,왕복4차선,126.828194444444,34.6798611111111
410,1434,은봉로 생태통로,인천광역시 남동구 논현동 685,은봉로,0,왕복5차선,127.181944444444,37.6836111111111
411,1435,소낭이대고개,인천광역시 남동구 논현동413-24,논고개로,0,왕복5,127.2,37.6833333333333
412,1436,무안광주선 21.60k,전라남도 나주시 문평면 송산리(무안광주선 21.60k),무안광주선,21.60k,왕복4차선,126.605819444444,35.0713638888889
413,1437,영암순천선 12.64k,전라남도 영암군 학산면 상월리,영암순천선,12.64k,왕복4차선,126.642222222222,34.7069722222222
414,1439,영암순천선 12.94k,전라남도 영암군 학산면 상월리,영암순천선,12.94k,왕복4차선,126.645111111111,34.7066666666667
415,1440,영암순천선 66.69k,전라남도 보성군 겸백면 남양리,고속국도,10호선,왕복4차선,127.157938888889,34.8076083333333
416,1442,은봉로생태통로1,인천광역시 남동구 논현동 685,은봉로,0,왕복4차선,127.215277777778,37.6836111111111
417,1443,논현로 생태통로,인천광역시 남동구 논현동 698,논현로,0,왕복4차선,127.216944444444,37.6788888888889
418,1444,앵고개로생태통로,인천광역시 남동구 논현동 787,앵고개로,0,왕복5차선,127.200555555556,37.6608333333333
419,1445,월정사,강원도 평창군 진부면 동산리,상원사진입도로,없음,2차선,128.594444444444,37.7267222222222
420,1447,갈운생태통로,경기도 양평군 청운면 갈운리 산1-4,국도,6,왕복2차선,127.801666666667,37.5327777777778
421,1448,옥녀봉생태통로,경상북도 영주시 봉현면 두산리 산32-8,시도,2호선,왕복2차선,128.467225,36.8440138888889
422,1449,,경상북도 고령군 대가야읍 내곡리,군도,6호선,왕복2차선,128.294727777778,35.6767472222222
423,1450,,경상북도 고령군 다산면 송곡리 산74,다산산단로,중로,왕복4차선,128.370916666667,35.7982055555556
424,1451,상밖산재,경상북도 청송군 현서면 무계리 산 54-8,군도,무계-갈천,왕복2차선,128.976955555556,36.1754555555556
425,1452,논골재,경상북도 청송군 파천면 신기리 산41-7,군도,송강-옹점,왕복2차선,129.061502777778,36.4829027777778
426,1453,갈비재,경상북도 청송군 파천면 신흥리 852,군도,금곡2-신흥,왕복2차선,129.047136391534,36.4069099052296
427,1455,,경기도 연천군 연천읍 고문리 ,현문로,지방도78번,왕복2차선,127.127602777778,38.0673777777778
428,1456,동물이동통로,세종특별자치시 소정면 고등리 74-21,시도,32,왕복2차선,127.203888888889,36.7111111111111
429,1457,못토재 생태통로,전라북도 순창군 풍산면 죽곡리 725번지,지방도,729,왕복2차선,127.11915,35.35865
430,1459,부산포항선 55.3k(범서IC),울산광역시 울주군 범서읍 척과리 산255-10,부산포항선,(고속국도 65호선),왕복4차선,129.238580178162,35.5594556489945
431,1460,광주대구선 125.8k,경상남도 거창군 남하면 둔마리 925-3(광주대구선 125.8k),광주대구선 125.8k,12,왕복4차선,127.967413888889,35.707475
432,1461,선암생태통로,전라남도 보성군 벌교읍 옥전리,산115,30,왕복2차선,127.225844444444,34.8464055555556
433,1462,광주대구선 28.80k,전라북도 순창군 순창읍 백산리 366-1,광주대구선,제12호선,왕복4차선,127.124138888889,35.3661666666667
434,1463,녹박재,경기도 안성시 삼죽면 진촌리 산16-1,국도,38호선,왕복4차선,127.378672222222,37.0678805555556
435,1464,광주대구선 52.63k(교룡산터널),전라북도 남원시 신정동,광주대구선,제12호선,왕복4차선,127.361777777778,35.4231666666667
436,1465,광주대구선 74.37k(사치터널),전라북도 남원시 아영면 아곡리,광주대구선,제12호선,왕복4차선,127.560277777778,35.4783611111111
437,1466,광주대구선 41.09k,전라북도 남원시 대강면 옥택리 ,광주대구선,제12호선,왕복4차선,127.249638888889,35.38675
438,1467,광주대구선 89.58k,경상북도 함양군 병곡면 도천리,광주대구선,제12호선,왕복4차선,127.692138888889,35.5429444444444
439,1468,구천통로,경상남도 진주시 진성면 구천리 산120-4,국도,2호선,왕복4차선,128.215388888889,35.1691611111111
440,1469,삼봉산 생태통로,전라북도 무주군 무풍면 삼거리 138-47,국도,37,왕복2차선,127.828194444444,35.8733055555556
441,1470,덕유산 생태통로,전라북도 무주군 무풍면 삼공리 951-3,국도 ,37,왕복2차선,127.824861111111,35.8700555555556
442,1471,삼봉산 생태통로,전라북도 무주군 무풍면 삼거리 1-12,국도,37,왕복2차선,127.824861111111,35.8700555555556
443,1472,덕유산 생태통로,전라북도 무주군 설천면 심곡리 343-5,국도,37,왕복2차선,127.757444444444,35.9205555555556
444,1473,거칠봉 생태통로,전라북도 무주군 설천면 두길리 1536-1,국도,37,왕복2차선,127.777194444444,35.9735277777778
445,1474,부귀1 생태통로,전라북도 고창군 아산면 주진리 산 4-1,국지도,15,왕복4차선,126.613388888889,35.4429444444444
446,1475,부귀2 생태통로,전라북도 고창군 아산면 학전리 산 122-1,국지도,15,왕복4차선,126.611527777778,35.4428055555556
447,1476,달궁 생태통로,전라북도 남원시 산내면 덕동리 산 215-17,지방도 ,737,왕복2차선,127.533922085288,35.3498345862408
448,1477,고기리 생태통로,전라북도 남원시 주천면 고기리 산 107-9,지방도 ,737,왕복2차선,127.51309928046,35.3648556443001
449,1478,송동 생태통로,전라북도 남원시 송동면 두신리 산16-1,국도,17호선,왕복4차선,127.321808162559,35.3517081256551
450,1479,입암,전라북도 정읍시 입암면 신면리 산18-1,국도,1호선,왕복4차선,126.828791666667,35.5184083333333
451,1481,,충청북도 청주시 서원구 수곡동 577-1 ,1순환로,1순환로,왕복6차선,127.467302777778,36.6223888888889
452,1482,,충청북도 청주시 서원구 모충동 260-17,매봉로,매봉로,왕복2차선,127.477841666667,36.6240861111111
453,1483,연대봉생태터널,부산광역시 강서구 천성동 산222-1,천성대항길,71,왕복1차선,128.820616666667,35.0245472222222
454,1484,서천공주선 25.70k,충청남도 부여군 구룡면 현암리,서천공주선,고속국도 151호선,왕복4차선,126.803608333333,NA
455,1486,광주대구선 28.8k,전라북도 순창군 순창읍 백산리 386-1,-,-,왕복4차선,127.124166666667,35.3661111111111
456,1487,예천 종산 생태통로,경상북도 예천군 호명면 종산리 산46-1,예천군 호명면 종산리 산46-1,(도로명 없음),왕복4차선,128.458784306842,36.6168945335874
457,1488,초락생태통로,충청남도 당진시 석문면 삼봉리 산90(송산20.80km),북부산업로,(국도38호선),왕복4차선,126.526027777778,37.0041388888889
458,1489,송촌생태통로,충청남도 아산시 음봉면 송촌리 257-10(영인1.08km),국도,43호선,왕복6차선,127.03825,36.8540555555556
